full_name,class,section,marks_english,marks_maths,marks_physics
Guenna Cappel,12,3,14,4,43
Judy Extance,6,2,93,19,62
Debee Pendre,5,2,42,76,77
Phebe Courtes,7,3,16,90,100
Had McCudden,12,3,88,51,89
Rodrick Willows,6,3,53,82,54
Beverley Whatsize,3,3,98,70,61
Ardra Mundell,10,1,41,90,75
Dex Packman,7,2,15,2,12
Edan Dillow,2,1,11,16,5
Kelby Drezzer,3,1,46,3,88
Zorina Giuroni,2,2,12,16,62
Dayle Briers,10,1,53,33,6
Ula Gilyott,10,1,28,62,37
Virgil Laming,6,3,9,95,59
Nicola Gavan,9,3,81,53,37
Wylie McGuinley,3,2,27,43,68
Karia Andreolli,2,2,72,82,63
Elsworth Dank,7,3,40,61,90
Eugenie Signore,10,2,55,57,71
Lyndel Curley,9,2,30,75,98
Remy Cranstoun,9,2,18,45,28
Jeanna Gounard,3,2,32,13,63
Emlyn Barker,9,3,65,53,63
Gorden Foden,1,2,24,26,79
Correna Prier,6,3,81,55,8
Liana Schmidt,11,2,86,60,31
Jameson Boness,8,3,81,44,51
Sibella Tunsley,2,2,89,51,70
Alva Canedo,8,2,77,46,43
Parry Simanenko,11,2,56,36,75
Charita Conechie,1,3,51,45,96
Tristam Dioniso,6,1,60,32,5
Siouxie Litchfield,1,2,59,5,65
Filberto Corey,1,2,23,58,43
Michelina Robbert,10,2,12,32,62
Raina Parsall,8,1,12,59,24
Temp Ferrarin,12,3,70,65,19
Kane McHale,7,3,5,38,41
Silvie Hodgets,6,3,13,58,52
Claudetta Dohmer,5,3,45,55,86
Cathi Pickless,9,1,33,33,59
Olin Chitham,12,3,86,32,87
Katlin Bickford,7,1,70,24,12
Karon Waddoups,10,2,42,7,51
Nina Rapinett,9,1,31,53,52
Weider Byllam,12,2,13,42,20
Morty Livingstone,5,1,91,63,18
Boris Falconbridge,7,3,51,12,44
Clovis Harm,9,1,15,94,66
Matthew Pumfrett,12,2,34,4,87
Laryssa Bellefant,8,2,57,75,10
Rowney Lippiett,10,1,61,85,9
Rosamond Roglieri,11,3,1,69,83
Aylmer Eveleigh,7,1,90,84,49
Ozzie McColgan,6,3,20,94,42
Ginger Gotcher,6,2,12,31,46
Fergus Flips,11,3,88,94,82
Shaughn Ritchings,3,1,20,3,54
Amery Jaszczak,4,1,65,86,31
Mark Perigeaux,4,3,4,36,46
Leanna Sheed,5,2,30,25,70
Andria Youngman,1,3,43,70,33
Noel Stanway,3,2,25,26,48
Corina Sausman,9,2,32,19,33
Herb Leif,1,1,23,94,100
Annadiana Ryburn,12,1,97,98,81
Robinett Mogford,1,1,100,17,88
Marcile Broadey,8,3,56,12,59
Luke Bohlje,11,1,60,56,5
Velvet Coppock.,6,1,48,34,77
Mil Bernaldo,4,3,75,76,80
Ingaberg Sabie,10,1,15,43,16
Noach Tourmell,8,3,16,31,80
Eal Lodder,6,1,98,64,95
Maren Tabour,11,1,3,6,22
Edwin Laxton,10,1,55,81,91
Lorenzo Hardiman,11,2,43,80,42
Elysha Wort,4,1,37,10,44
Brietta Regenhardt,4,2,8,2,35
Gus Dowtry,11,3,54,99,87
Anna Djekovic,3,3,77,19,80
Isadora Tinsley,6,2,32,42,23
Sully Caught,1,1,25,8,17
Jehu Campione,10,2,56,63,49
Adrienne Axten,10,1,14,58,33
Kylynn Foulis,12,1,90,2,81
Ninette Haddacks,5,1,43,21,91
Latrina Flewin,10,2,45,39,12
Zebadiah Patchett,10,1,2,39,45
Gelya Huckett,3,2,23,85,40
Hunfredo Meeks,2,1,59,95,28
Deanne Minerdo,2,2,75,76,37
Garry Field,2,2,28,89,55
Darn Scheu,9,1,18,29,43
Ben Poupard,6,2,28,6,61
Taryn Ivins,9,1,43,57,30
Vikki Boys,3,2,92,5,58
Pepito Baglow,9,2,47,46,37
Marlie Lytton,6,1,21,73,86
Mollee Chene,10,2,30,9,37
Berne Ionnidis,8,2,96,23,85
Pammi Hanley,6,1,65,10,6
Karna Ronald,6,2,85,76,87
Ruprecht Elves,5,1,18,67,18
Emanuele Pleasaunce,4,1,57,64,68
Barbey Patry,10,1,32,48,75
Rosemonde Oller,7,1,2,95,50
Clemmie Cassy,9,2,56,88,99
Ichabod Kingcote,1,3,19,49,16
Sandor Hinchcliffe,4,3,9,6,7
Jose McCann,8,2,98,81,38
Claire Toulch,12,3,42,13,72
Bail Pickle,3,3,17,22,43
Brandea Horsell,9,3,93,60,30
Web Edgson,6,1,46,54,11
Jere Kemm,7,1,5,98,76
Thorstein Canada,4,2,58,12,28
Melony Ozintsev,7,1,96,2,29
Israel Whyborne,3,1,91,81,68
Alicia Housegoe,12,3,92,63,54
Alistair Alfwy,4,2,73,95,64
Gilburt Fessier,8,3,30,91,97
Emylee Oldham,12,1,44,89,52
Truda Spensly,11,2,41,22,54
Brittaney Brislan,9,2,57,48,6
Danny Donnan,8,1,53,17,37
Benedicto Poznanski,6,3,33,70,20
Marigold Pardy,9,3,93,20,94
Bayard Scudamore,10,3,9,27,52
Ediva Padbury,4,2,10,91,55
Bryn Narey,4,1,4,77,47
Robin Robbey,2,1,36,59,20
Zelig Opie,11,1,92,79,35
Maria Iacovino,2,2,96,7,13
Jenifer Boyes,2,2,91,24,65
Judy Sworder,2,2,47,91,96
Andros Eilhersen,6,3,84,61,50
Kaia McGrirl,1,3,32,23,11
Felike Gowler,9,2,3,15,91
Jamaal Boultwood,11,3,88,99,96
Annalee Crippes,2,2,68,44,87
Garald Moorwood,11,1,4,72,9
Seana Vurley,5,1,97,14,44
Tamarra Breckin,10,3,97,10,4
Antony Glasser,9,1,46,45,90
Gerome Mc Harg,4,2,75,66,77
Addia Dolden,3,1,79,24,73
Meaghan Barnwille,6,1,62,92,60
Illa Syplus,5,1,9,65,78
Cathie Aiken,1,1,75,18,30
Augie Kerin,8,2,54,54,88
Val Wick,9,1,87,37,52
Minnaminnie Flaherty,5,3,11,45,67
Zitella Fullicks,9,2,1,16,12
Denis Room,7,3,94,80,4
Axe Wiggins,8,1,46,99,40
Jolie Pairpoint,2,3,78,98,76
Livy Kadwallider,6,2,49,95,14
Gaby Tregea,3,1,41,43,97
Gay Brasier,3,1,54,84,6
Merrile Caldicot,8,1,22,61,80
Lorette Osgodby,2,2,65,26,40
Beverly Whaley,1,1,6,15,25
Hamnet Castard,6,2,18,17,4
Marcelle Farquhar,9,1,67,22,43
Anet Heaseman,7,3,88,82,45
Willy Kinneir,6,3,46,60,32
Lizzie MacKibbon,1,3,88,80,2
Henrie Macoun,5,1,1,75,44
Goran Sergeaunt,7,3,26,73,19
Annamarie Szymoni,10,1,36,81,52
Kayne Baunton,11,1,7,99,11
Durante Steddall,5,3,46,4,15
Douglass Massel,5,3,75,62,63
Cece Catonnet,7,2,72,79,73
Nolan Northing,11,3,54,36,97
Sena Sherwin,4,2,63,72,71
Teena Dolley,7,1,6,58,46
Dane Aldren,7,3,11,86,7
Darcy Aikenhead,12,1,26,62,95
Hanni Guiu,9,2,99,38,58
Ky Follis,3,1,60,16,52
Madelaine Jeacocke,11,1,56,30,40
Hannie Trayhorn,9,1,5,90,82
Gail Ramshaw,5,2,77,25,92
Willey Vidler,8,2,80,54,40
Celinka Elham,4,1,61,77,89
Alain Stafford,12,3,41,45,9
Kalindi Billows,11,2,31,42,25
Corly Atcheson,11,3,52,67,48
Georgi Maydway,5,1,34,45,50
Glynis Ceney,4,1,51,83,47
Janka Tattersfield,3,3,57,50,40
Rutger Boatwright,12,2,30,85,47
Brittany Conerding,5,2,45,60,26
Edlin Few,2,2,4,93,81
Thekla Lebbern,9,3,63,88,32
Rolando Sheridan,7,2,91,56,94
Auguste Castillo,12,1,14,16,5
Nichole Kellie,9,1,43,15,57
Christian Yandell,4,3,34,84,83
Jacinda Byrcher,7,2,53,96,73
Thalia Eltune,4,2,66,5,29
Geoffry Skayman,12,2,31,59,63
Trudy Giacomuzzo,8,3,17,56,65
Nehemiah Cottier,4,1,91,91,80
Romeo Fireman,2,2,40,66,28
Padget Broxis,7,2,32,6,5
Kit Fareweather,11,3,7,29,47
Pearl Franzman,3,1,8,45,83
Fin Sifleet,1,2,97,21,99
Grenville Hatwell,9,2,74,8,30
Dannie Tocqueville,10,2,15,62,74
Kali Alcott,7,2,46,4,27
Rhianon Senior,2,1,29,92,10
Royce Stanlike,1,1,68,1,53
Aundrea Brawley,1,3,74,84,87
Brear Yanukhin,5,2,31,100,11
Layne Robelin,7,3,79,15,32
May Galley,5,3,59,63,32
Leslie O'Henehan,1,3,42,35,28
Kellby Lyttle,11,1,22,20,9
Harp Hounson,3,1,35,28,33
Maud Mulliss,5,3,2,22,5
Felizio MacCurlye,10,2,30,88,69
Orrin Worgan,11,3,82,92,5
Concordia Cutting,10,2,66,46,64
See Castleman,6,3,45,31,82
Ortensia Castane,12,2,14,74,64
Roma Burren,3,1,47,95,67
Madelina Lapham,6,1,68,58,15
Elena Hold,6,2,86,97,69
Mame Colter,9,2,50,38,41
Gar Masser,2,2,78,30,75
Arlie Benoiton,12,3,3,25,24
Elfie Cerman,3,2,47,8,36
Gloria Denidge,10,1,100,86,73
Karyl Bergeau,6,1,48,98,93
Sly Batecok,5,2,3,65,90
Tam Pietrowski,6,2,54,82,82
Brion Mellanby,10,1,50,61,30
York Lohden,1,1,43,84,15
Tadd Caustick,12,1,66,31,36
Ario Pack,5,3,47,30,41
Tabina Swanson,5,3,98,35,94
Salomo Spear,1,3,28,14,80
Sylvan Mitcham,1,1,47,10,94
Angelle Abercrombie,1,2,44,51,36
Blondie Bushell,3,1,100,23,67
Goraud Duesberry,6,1,80,28,52
Karalynn Harston,5,2,75,80,89
Thayne Grummitt,7,2,82,60,50
Aguste Tween,12,3,63,83,38
Gustavus Shermore,4,1,68,73,9
Sterne Cradick,2,3,79,95,64
Isidro Davidovsky,4,1,67,100,26
Frannie Hacket,8,1,53,88,80
Jamal Applebee,3,2,34,63,87
Karola Groven,5,2,52,35,32
Doe Mulrean,4,2,70,55,22
Chrysa Sedgebeer,1,2,1,15,31
Zonnya Pitceathly,7,1,41,68,23
Liza Foreman,1,1,11,100,53
Elsbeth De La Cote,2,2,95,13,20
Kamilah Starkie,4,1,24,17,57
Leonhard Watson-Brown,12,3,8,3,73
Marty Tabour,6,1,34,54,82
Hedda Swire,4,1,3,89,82
Maybelle Garham,2,2,95,92,61
Emmerich Sidebottom,8,3,32,61,87
Lesley Crips,1,2,67,75,18
Chelsy Kubec,1,3,52,35,43
Madalena Redrup,8,1,65,14,80
Pippy Wickham,12,1,9,10,52
Barclay MacFie,11,3,70,46,73
Ingeberg Woollacott,6,3,31,91,47
Clerc Espinheira,10,2,45,77,5
Kinna Rossant,12,3,74,26,42
Benny Darrigoe,3,2,38,35,20
Georgeanna Planque,2,2,82,34,81
Rurik Wyley,3,3,92,99,52
Korie Aitchison,6,1,65,42,53
Brooks Maulin,3,3,98,24,84
Dorolice Ure,5,2,10,14,75
Barthel Ahmad,8,1,64,67,40
Minny Pentecust,2,2,91,90,63
Anissa Chesley,12,2,92,15,26
Dan Sulley,9,3,7,7,98
Anastassia Howson,10,2,23,79,36
Maudie Brattell,1,3,73,81,87
Tyne Fisbburne,1,2,41,19,92
Berenice Tilne,4,3,99,16,36
Tessy Benneyworth,8,1,26,72,48
Ambrosi Doey,6,2,77,6,70
Corny Braundt,8,3,83,11,3
Aile Linne,11,2,80,67,100
Brooke Tweedie,4,2,32,29,14
Minny Swannell,11,1,32,32,15
Rudy Devereu,8,2,4,6,14
Franklyn Chaplin,7,3,100,4,6
Mendie Odo,6,3,22,74,6
Yurik Coltan,3,2,57,89,97
Hayward McNellis,12,1,74,15,10
Inglebert Tucknutt,3,3,16,59,35
Dorette Skellen,1,1,20,48,62
Brendan Staresmeare,10,2,84,49,82
Virgie Faveryear,5,2,16,98,56
Marilin Pavkovic,8,3,25,76,73
Benson Thoumasson,11,1,65,41,64
Elberta Poone,10,3,64,90,63
Guido Redmore,11,3,89,36,98
Wyatan Rubinowitsch,8,3,74,72,55
Chrissy Nail,10,2,8,7,37
Maris Vasishchev,12,2,98,43,42
Vanya Legh,5,2,29,27,39
Marco Matteris,5,1,7,39,42
Judon Meekin,6,1,91,34,65
Frederica Hamm,5,2,18,4,45
Allin Newberry,5,3,49,47,7
Mikol Gillease,12,1,43,50,23
Eadmund Durbyn,2,2,46,7,11
Rupert Gosnay,10,1,84,83,18
Hillyer Kenton,6,3,32,24,19
Jeniece Habbema,1,1,89,85,19
Ancell Eannetta,1,1,28,86,49
Greggory Duckit,1,2,75,95,38
Romonda Antoniat,2,2,43,79,75
Redd Gitsham,8,3,67,99,57
Erich Cruden,8,1,94,46,48
Goldi Naul,1,3,88,23,37
Melisse De Bruijn,8,2,61,47,29
Alvin Ingles,10,2,19,20,44
Dehlia Alvar,12,2,74,5,75
Becca Salaman,5,3,79,34,40
Martha Littlewood,12,1,49,8,14
Rachele Le Batteur,11,1,11,29,36
Ravid Elcomb,10,3,3,66,9
Meghan Kewzick,7,3,86,57,100
Row Ffoulkes,4,3,27,26,91
Estelle Beardow,5,3,14,31,22
Ashley Towne,7,2,6,76,73
Fallon Sydenham,1,3,4,9,71
Chelsae Priestman,6,2,12,54,36
Sybil Stailey,11,1,54,42,93
Trula Rittelmeyer,5,2,18,33,5
Kelly Raiment,8,2,35,26,95
Richmound Lifton,8,2,49,95,65
Hardy Fairbard,11,1,45,75,26
Rosco Cufley,3,2,94,85,99
Chaunce January,8,1,75,20,16
Avigdor Lorkin,3,1,29,6,75
Gil Emnoney,12,1,83,76,17
Allegra Oldknowe,1,1,3,65,64
Shelba Klemz,6,2,91,3,58
Pauletta Kibard,6,1,5,54,22
Amalia Prickett,5,1,31,55,85
Hartley McArtan,5,1,64,15,8
Bernadina Binder,11,3,23,43,13
Clemmy Carlet,2,1,36,96,4
Hort Godlonton,5,3,40,50,60
Dorri Lamort,6,3,42,31,90
Adriena Bentote,8,2,67,50,63
Roseann Brockie,11,2,12,65,94
Ardis Bastie,5,2,80,58,93
Tannie Skeech,5,3,88,94,48
Pace Wisher,7,3,45,53,57
Thorstein O'Roan,12,1,9,97,36
Gale Golding,11,1,97,13,27
Alley Polle,5,1,51,2,58
Abbe Avarne,9,1,80,31,35
Theresa felip,1,3,71,41,100
Creight Gittings,11,2,82,29,93
Selinda Lorenzetti,2,1,86,68,79
Aubrey Justice,6,3,25,62,18
Rheba Padgett,10,2,84,76,80
Jammal Dobbs,8,2,29,24,65
Leeanne Vynarde,1,2,67,57,61
Sunshine Priddey,2,2,67,67,48
Brewster Andrejevic,11,3,73,44,87
Crin Maior,5,1,22,41,79
Hilliard Nassi,9,3,20,86,74
Rosie Toffanini,8,1,66,89,11
Nariko McMenamin,12,3,35,84,26
Adel Bellhanger,2,1,52,13,99
Dorothea Ambler,2,3,94,26,10
Wallace Yeates,7,2,6,55,86
Ulla McColm,9,2,97,34,97
Janis Cereceres,10,2,42,65,40
Ahmad MacCollom,2,3,46,15,20
Monah Reinert,9,3,50,32,29
Cleon Friedank,11,1,55,74,21
Ginni Shergill,2,1,7,31,98
Joscelin Sandells,5,3,78,100,35
Blake Szanto,7,1,76,81,78
Aubrie Blessed,10,1,9,3,25
Corny Dockrill,3,2,77,2,26
Morry Flipsen,7,1,98,5,16
Fancy Hugues,4,3,42,54,55
Kaylee Edmed,5,2,49,93,34
Luther Lantaff,9,3,96,76,25
Staci Casina,9,1,2,77,16
Alessandra Alenichev,4,3,70,8,52
Griffy Sherrott,3,1,9,72,66
Barnaby Olifaunt,5,1,53,72,44
Cherrita Sine,6,1,9,12,74
Noelyn Proswell,7,2,34,11,79
Alla Berecloth,3,1,76,22,66
Dianemarie Ferrea,8,3,21,27,81
Katharine Wharmby,5,1,70,85,82
Moses Franek,10,1,34,97,84
Kenna Leadbeatter,4,2,87,63,11
Friedrich Bellwood,11,2,93,64,23
Orella Hulle,7,1,46,78,21
Amery Deem,1,2,94,67,17
Berky Mucklo,12,3,70,64,57
Grove Finessy,12,2,48,12,6
Aldridge Ellson,7,2,71,27,62
Brook Retallack,6,1,89,25,62
Zonnya Zouch,4,2,41,63,3
Mohandas Matson,9,2,60,49,99
Gerri Berndtsson,10,2,45,3,55
Jesse McPhilemy,3,3,31,5,35
Sabine Arnot,12,3,28,69,28
Hettie Piscot,8,2,78,88,69
Wendell Grimmolby,6,2,36,13,66
Lawton Welton,1,2,48,87,34
Vikki Jedrzej,6,3,35,15,9
Tannie Sutcliff,3,1,16,17,75
Karia Dobsons,2,2,32,89,80
Jeremie Barthrup,8,2,63,27,79
Kilian Leverage,2,2,83,70,67
Howie Swanne,6,2,38,19,63
Beulah Gibbe,5,1,76,62,97
Joellen Klass,7,3,78,82,90
Florinda Bawdon,7,2,15,53,54
Rossy Conduit,10,2,34,2,49
Bail Southerton,12,3,87,35,68
Ethelyn Dykins,1,3,38,35,61
Chauncey Longforth,11,3,60,10,18
Renie Franzini,9,1,52,61,86
Hayley Monahan,12,3,10,62,64
Marietta Wintringham,10,1,29,81,99
Nolly Dunn,10,1,16,62,74
Morley Antonucci,6,2,35,6,83
Gert Varah,1,3,77,70,50
Matthias Jeremaes,7,1,64,78,30
Ailbert McCarroll,8,1,100,8,54
Kristoforo Petchey,2,3,62,65,74
Korey Blaydon,3,3,68,78,65
Kaylil Jancso,6,2,85,95,88
Barry Sorton,6,1,86,79,69
Ulrick Bamfield,8,2,29,34,13
Aleta Stucke,1,3,58,12,46
Lewie Weeke,2,2,67,8,32
Gill Rodden,4,2,21,2,44
Ambrosius Geany,3,2,66,81,97
Sibel Maffy,5,1,15,73,67
Asa Grand,11,1,75,12,51
Kirby Newvill,9,1,72,86,44
Nichols Lemme,12,1,72,8,16
Fayina Sor,9,3,87,91,25
Lynette Wilkin,4,1,50,21,8
Kingsly Eldritt,11,2,17,23,96
Vittoria Peaurt,4,2,44,80,66
Carolan Kosiada,3,2,40,89,49
Devland Garraway,5,3,61,19,83
Marris Fawssett,3,1,83,71,50
Napoleon Easterfield,1,3,18,8,47
Westbrooke Heigl,9,3,5,100,37
Pamelina Inderwick,2,2,8,96,89
Willow Mary,8,2,28,4,65
Esmeralda Persehouse,1,1,37,92,72
Blanch Rickards,8,3,92,73,21
Arlan Hehir,4,3,14,70,96
Raine Scargle,7,3,98,42,57
Jaymie Miere,11,2,8,92,82
Shane Croan,6,1,41,73,91
Temple Donovin,8,1,83,61,10
Jonathon Atcherley,11,2,15,33,34
Dulsea Venmore,6,2,13,75,13
Lanny Yannikov,8,1,92,13,100
Wolfie Duncombe,3,1,32,35,80
Rollins Plumridege,4,2,37,18,95
Gage Bolding,2,3,87,49,80
Gladi De Bernardi,2,2,74,79,92
Simone Hamlin,1,3,25,85,74
Gaelan Ashcroft,8,1,43,2,60
Debbie Thripp,11,3,81,35,49
Linea Duncanson,9,2,84,92,100
Karol Limprecht,2,2,34,64,75
Luella Kilroy,7,2,82,52,9
Blanche Leyband,4,3,54,28,71
Cody Stemson,4,1,53,32,64
Isadora Banaszczyk,11,1,95,20,53
Aldric Hars,7,1,85,32,71
Korrie Sellman,10,3,27,66,59
Klara Wordley,12,3,10,18,76
Ignace Latty,8,2,99,46,1
Francklyn Worsham,4,3,20,90,28
Werner Westhofer,9,3,88,6,13
Rolfe Gouldeby,5,1,29,56,45
Adelind Hitzschke,12,2,13,3,3
Ann-marie Segot,10,1,39,7,9
Athene Durbin,8,3,79,89,13
Hilly Linggard,5,2,92,79,5
Rodie Denver,11,3,13,10,52
Ignazio Cottell,3,3,99,71,15
Joachim Fuentez,8,2,39,75,80
Dennie Baudacci,8,2,22,38,87
Hal Woodcraft,7,3,89,89,76
Papagena Culverhouse,2,3,11,6,61
Dermot Fretson,9,1,44,12,14
Amby Jonuzi,10,1,24,89,28
Elfrida Mapletoft,8,3,51,39,37
Jan Wheater,6,3,48,25,52
Hasty Tootin,10,2,41,28,24
Netti Frowde,4,3,68,7,55
Erhart Crippen,7,1,34,38,43
Jeanine Clewes,6,2,80,15,46
Tasia Lorrie,10,2,9,5,39
Anetta Dugood,1,2,69,67,100
Jaymee Rainville,12,3,56,64,27
Godfree McGinty,8,3,97,37,17
Janifer Trayton,2,2,68,2,60
Vachel Ormesher,9,2,34,5,78
Nappy Peffer,12,2,68,38,7
Benjamin Pietruszka,12,2,55,30,33
Maurizio Olliar,9,2,1,31,39
Nick Mariner,8,2,44,73,56
Braden Highton,4,3,51,65,17
Ailis Outhwaite,8,1,8,47,17
Ludovika Parlet,6,2,46,22,92
Janela Ottley,1,1,40,99,94
Mendel Franzewitch,6,2,23,63,71
Barnaby Brugsma,2,3,43,74,19
Emmye Abrahamsohn,1,2,26,20,50
Winthrop Woolstenholmes,5,1,52,26,50
Osgood Karoly,11,2,80,65,27
Doralyn Lumsdall,9,2,80,22,41
Alys Blum,7,3,26,36,48
Joey Geraudel,6,2,32,51,46
Janessa Benian,10,1,2,98,82
Frederik Spinozzi,10,1,29,44,75
Pam Fanti,1,1,26,66,92
Reeba Matveiko,1,3,1,24,26
Wilie Wasbrough,7,2,54,67,3
Seward Batrim,10,2,61,17,34
Cully Hazeman,2,1,65,45,1
Jobina Bragge,2,1,44,25,31
Kylie Pentelow,5,3,54,89,46
Burtie Demer,6,2,50,74,33
Jonis Fosdyke,11,1,47,46,92
Base Ochterlony,2,2,5,95,9
Robers Gronaver,3,1,95,88,93
Valina Atheis,11,3,77,97,15
Fernandina Librey,2,2,89,36,41
Hubie Probert,5,2,14,22,71
Sarine Smiz,4,1,26,32,54
Karalee Dobeson,9,1,28,44,78
Brantley Bridgen,4,1,51,34,15
Cosetta Walne,1,3,7,49,94
Arron Lyfe,5,2,40,33,24
Raynard Galvin,1,3,40,40,17
Roxanna Trassler,4,1,19,84,5
Abbott Wrey,8,1,33,12,91
Rozanna Elizabeth,12,3,25,15,15
Lynda Somerset,1,1,10,22,51
Frederique Gethins,5,2,70,21,69
Eldon Lodevick,3,2,96,40,94
Creighton Salters,2,3,55,48,55
Teirtza M'Barron,5,3,69,11,16
Janaye Bidgod,5,3,27,49,50
Benn Trussler,12,1,55,73,63
Kelly Sumpner,10,3,45,8,32
Kathrine Tolworth,4,1,70,85,39
Elise Ribbon,6,2,91,44,68
Gaile Forlong,6,3,22,22,53
Rori Huckabe,5,3,79,25,97
Ilise Damato,11,2,27,74,57
Thedric Gilburt,2,3,35,65,74
Myrta Cambell,6,2,39,55,70
Paxon Dominicacci,4,3,50,31,52
Arlyne Martinson,7,1,63,8,85
Daryl Heigl,2,2,100,1,9
Sharai Jzak,7,2,16,31,10
Rebeka Sargint,8,2,74,56,37
Killie Sawkin,5,3,58,64,66
Linnell Gentner,8,2,2,65,46
Rodie Giacometti,2,2,90,26,74
Alessandro Trafford,12,3,15,30,13
Jud Chinge de Hals,3,1,2,30,100
Brander Tingley,5,3,98,2,60
Joell Wickwarth,3,1,94,27,32
Skipper Brockington,7,3,66,54,14
Norina Bantham,10,3,84,24,30
Sallee Wasiela,12,1,99,76,2
Davis Brammar,12,2,62,24,17
Starlene Macconaghy,8,2,80,69,26
Ellynn Baltrushaitis,2,1,70,92,73
Menard Whyman,3,3,22,43,25
Sollie Springer,12,1,90,32,33
Kristofer Rolse,12,3,34,70,57
Loise Atwel,5,1,69,81,69
Julie Tankin,3,2,58,24,47
Jeremias Laval,2,3,4,54,20
Larisa Pierro,9,2,59,13,25
Wanids Fallows,11,3,13,26,65
Ileane Jaray,4,1,86,58,97
Olivia Clemence,12,3,35,62,72
Valida Dowman,3,3,89,91,77
Berget Strettle,3,1,63,72,24
Ranna Huckster,11,1,70,100,54
Nancy Henrot,6,3,1,64,25
Josey Thurston,8,3,80,18,95
Wanda Henderson,9,3,2,40,29
Rinaldo Starsmore,4,2,21,87,70
Cordula Rishbrook,8,2,3,55,43
Micah McGarrie,2,1,58,94,50
Rycca Skeemer,5,2,72,88,47
Dory Bridie,10,2,81,57,44
Leelah Orae,1,3,42,78,61
Teddie Schrei,6,3,41,66,58
Gayle Ladell,4,2,97,91,51
Tallie Cranham,8,2,43,60,35
Sinclare Craydon,3,2,35,4,14
Bowie Erdis,9,1,52,66,10
Pattie Matten,7,2,85,33,86
Chauncey Lapsley,7,2,34,48,59
Rudiger Thom,4,2,21,27,34
Carolann Iacovo,12,1,91,74,66
Raynor Coda,6,3,6,100,89
Brandie Gerbi,2,2,45,43,85
Chiarra Skures,7,2,25,76,62
Shandee Schoffler,7,1,47,96,87
Berne Van Eeden,5,3,82,63,43
Culley Mussilli,1,1,16,58,25
Brandy Dumphy,10,3,67,2,17
Broderick Pitkins,10,2,69,70,53
Leone McGourty,5,2,57,57,86
Davita Oughton,10,2,85,89,33
Yolanthe Wadelin,10,1,78,76,15
Ardath Billingsley,7,1,80,76,87
Darsie Cullip,10,2,98,33,51
Patrice Sturmey,11,1,73,69,79
Othilia McComiskie,1,3,55,10,58
Malvin Soares,10,2,100,91,33
Mendie Boustred,7,1,36,55,74
Henry Graith,10,3,29,14,30
Skippie Urwen,2,3,75,3,63
Franky Yurkov,5,3,80,81,1
Burch Larmouth,2,3,65,60,11
Colette Arblaster,11,3,11,93,6
Reade Nadin,9,2,92,69,69
Neilla Wheway,11,1,90,55,58
Danie Earl,7,3,38,9,23
Laurette Reina,12,2,5,74,87
Sara-ann Rainsden,10,1,64,66,72
Enid Tidswell,2,3,31,76,65
Matelda Barenski,11,2,66,72,51
Guenna Adamov,1,1,52,24,59
Shelley Farnhill,8,2,53,66,56
Sybil Pelcheur,1,2,71,5,41
Ellissa Janak,4,3,33,28,37
Carree Raulin,10,3,45,32,51
Aindrea Overington,8,1,40,32,9
Isidore Bartke,4,1,71,39,36
Ashien Chatband,5,3,46,7,62
Catherine Birts,4,1,30,13,97
Olav Kettow,10,1,38,6,42
Bili Pavinese,9,3,85,37,55
Anitra Eddy,8,2,34,4,29
Giorgi Yearsley,12,3,95,59,57
Kettie Walrond,7,1,31,18,44
Lynna Benbrick,8,2,59,93,41
Rancell Valerius,9,1,56,6,54
Hershel Fosdyke,12,2,91,39,73
Carroll Hazeman,2,3,92,42,62
Aubine Coyne,6,3,45,49,50
Amity Dearnly,3,3,48,66,58
Shena Waywell,8,1,39,19,92
Dyann Labdon,9,1,12,40,32
Emile Flaxman,11,3,10,6,61
Harold Hagley,11,3,52,88,25
Juli Custance,5,3,42,12,40
Myrtia Sharphurst,10,2,98,42,92
Idelle Kew,11,3,31,84,29
Rowan Sprakes,3,1,56,69,32
Fancy McGee,9,1,81,9,67
Wake MacLaughlin,10,3,78,90,21
Robbie Rowley,11,3,65,26,72
Jessamine Dabourne,4,2,74,83,30
Olivette Wass,11,2,51,2,13
Richard Feronet,7,3,30,56,81
Ronda Flahive,6,3,60,94,56
Onida Passfield,4,2,16,95,19
Yorke Simonnet,3,2,53,82,79
Bridget Scotfurth,11,2,14,81,91
Pippa Misselbrook,11,3,6,84,12
Fredi Le Breton,5,1,55,14,77
Rafaela Trewhela,2,1,14,59,35
Johanna Baudin,2,3,14,14,63
Biddie Greedyer,5,2,92,11,68
Doralia O'Caherny,8,1,51,76,61
Baxter Sommerland,12,3,38,82,26
Chic Marzele,9,1,14,94,91
Terrell Files,4,2,29,79,1
Melosa Tennewell,10,1,61,74,44
Trudie Pitkin,5,3,92,87,39
Jermain Romera,8,1,25,40,71
Edyth Axby,3,2,37,16,57
Clo Lester,10,3,76,45,12
Jyoti Chantler,3,3,34,91,51
Gonzales Margeram,6,2,92,60,26
Toma Undrill,7,3,29,6,61
Kayley Chrystal,8,2,68,77,32
Kort Josiah,2,3,64,55,2
Bill Hanaby,7,2,88,91,32
Gabrila Tarbath,2,2,15,3,40
Milicent Yeliashev,1,1,43,87,25
Marty Vescovini,7,1,49,46,39
Guy Poinsett,6,2,80,46,30
Padgett Burling,2,2,85,10,83
